ENTIDAD;DESCRIPCION_URL;ID;ID2;LINK;DESCRICION_1;DESCRIPCION_2;DIAS
BANCO DE CHILE;MARCAS;ppp_beneficio-link-colloky-bts;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/colloky-bts;Colloky;Todos los martes de febrero 20% dcto en productos escolares.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bouden;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bouden;Bouden;20% dcto todos los martes.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-thomas-sabo;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/thomas-sabo;Thomas Sabo;20% dcto. todos los dias;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-maison-niche;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/maison-niche;Maison Niche;20% dcto. todos los dias;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-psk-joyas;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/psk-joyas;PSK Joyas;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-pcfactory;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/pcfactory;pc Factory;Paga en 4 a 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-vina-choapa;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/vina-choapa;Viña Choapa ;40% dcto. en productos seleccionados.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-eo-clinica;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/eo-clinica;EO Clínica;15% dcto. en tratamientos de medicina estética facial, corporal y dental;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-piwen-beneficio;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/piwen-beneficio;Piwen;30% dcto. en Piwen Todos los miércoles con tus Tarjetas del Chile.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-clinica-estetica-bien-etre;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/clinica-estetica-bien-etre;CLÍNICA ESTÉTICA BIEN - ÊTRE;Hasta un 20% dcto. en tratamientos;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-eshopex_1;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/eshopex_1;Beneficios ESHOPEX;20% dcto. en flete internacional.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-brika-organics;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/brika-organics;Brika Organics;30% de dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-shopsale;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/shopsale;Shopsale;25% dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-paga-tu-tratamiento-odontologico-en-zenclinic-en-6-a-24-cuotas-sin-interes-2;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/paga-tu-tratamiento-odontologico-en-zenclinic-en-6-a-24-cuotas-sin-interes-2;ZenClinic;Paga tu tratamiento odontológico en 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-25-sonrie;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/25-sonrie;Odontología Avanzada Sonríe ;Hasta 25% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-green-glass;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/green-glass;Green Glass;15% dcto. en los mejores vasos a partir de productos reciclados;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-invermotos;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/invermotos;INVERMOTOS;15% dcto. en KTM y HUSQVARNA.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-icarcheck;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/icarcheck;icarcheck;20% de descuento todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-zona-verde;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/zona-verde;Zona Verde;Hasta 30% dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-casa-buda;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/casa-buda;Casa Buda;20% dcto. Viernes, Sábado y Domingo online;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bigmoto;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bigmoto;Bigmoto;10% dcto. adicional todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-neumax;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/neumax;NEUMAX;10% dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-felipe-bozzo;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/felipe-bozzo;Felipe Bozzo;40% de dcto. Diplomado en Liderazgo Colaborativo;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-azahar-clothes;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/azahar-clothes;Azahar Clothes ;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-electropia-20-dcto;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/electropia-20-dcto;Electropia;15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-farmex;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/farmex;Farmex;Hasta 20% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-horwin-csi;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/horwin-csi;Horwin;Paga en 13 a 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-kalfu;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/kalfu;Kalfü;Hasta 40% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-decocar-house;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/decocar-house;Deco Car House;20% dcto. en Deco Car House;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-korb;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/korb;Korb;15% de dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-descuento-en-isidora;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-descuento-en-isidora;Isidora Gómez ;20% de dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-laboratorio-bioclinic;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/laboratorio-bioclinic;Laboratorio Bioclinic;Hasta un 20% de descuento presencial;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-rio-verde;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/rio-verde;RIO VERDE;15% dcto. en productos;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-grado-10;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/grado-10;Grado 1O ;20% dcto. en tours.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-30-cable-color;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/30-cable-color;CableColor;30% descuento en tu plan de tv e internet;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-ac-odontologia;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/ac-odontologia;AC Odontología;60% de descuento.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-verisure;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/verisure;Verisure;Desde un 50% dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-funsport;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-funsport;Funsport;20% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-dhouse;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-dhouse;DHouse;20% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-7veinte;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-7veinte;7Veinte;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-merrell;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-merrell;Merrell;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-cat;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-cat;CAT;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-rockford;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-rockford;Rockford;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-hush-puppies-kids;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-hush-puppies-kids;Hush Puppies Kids;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-hush-puppies;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-hush-puppies;Hush Puppies;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-transvip;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/transvip;Transvip;15% de dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-horwin;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/horwin;Horwin;Hasta $150.000 de dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-garmin;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/garmin;Garmin;Paga hasta en 12 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-u-los-andes;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/u-los-andes;Universidad de Los Andes ;Paga en 4 a 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-nikon;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/nikon;Nikon;Paga en 6 y 12 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-mobie;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/mobie;Mobie Motos eléctricas;4 a 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-be-cycling;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/be-cycling;Be-Cycling;Paga en 4 a 12 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-flux-solar;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/flux-solar;Flux Solar ;Compra tu planta solar de 6 a 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-enelx;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/enelx;EnelX;Paga en 13 a 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-khone;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/khone;Khöne;Paga de 4 a 12 cuotas sin interes.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-compite;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/compite;Compite;Paga en 12 y 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-cno;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-cno;CNO;Paga en 7 a 12 cuotas sin interés tus tratamientos odontológicos en clínicas pertenecientes a CNO;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-paga-en-6-12-eiger;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/paga-en-6-12-eiger;Clínica Eiger ;Paga en 6 o 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bosch;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bosch;BOSCH;Paga de 4 a 6 cuotas sin interes.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-be-electric;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/be-electric;Be-electric;Paga en 6 a 24 cuotas sin interés todos los días en productos.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bosque-hundido;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bosque-hundido;Bosque Hundido;20% dcto. en Bosque Hundido;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-rosselot;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/rosselot;Rosselot rent a car;30% dcto en arriendos.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-biogreen;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/biogreen;Biogreen;15% dcto. en productos.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-plan-full-y-vivienda-usada-en-inspect-home;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-plan-full-y-vivienda-usada-en-inspect-home;Inspect Home;15% dcto. en planes;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-clinica-vespucio;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/clinica-vespucio;Clínica Dávila Vespucio;20% dcto. en copagos seleccionados.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-biobrush;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/biobrush;Biobrush;20% dcto. solo por este mes;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-alquitara;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/alquitara;Alquitara;15% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-lo-mejor-de-apple-en-13-a-24-cuotas-sin-interes-con-tus-tarjetas-de-credito-del-chile;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/lo-mejor-de-apple-en-13-a-24-cuotas-sin-interes-con-tus-tarjetas-de-credito-del-chile;MacOnline - Apple;Lo mejor de Apple en 4 a 24 cuotas sin interés con tus Tarjetas de Crédito del Chile;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-clinica-dentral-plaza-buhler;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/clinica-dentral-plaza-buhler;Clinica Dentral Plaza Bühler;20% dcto. todos los días.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-masterbath;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/masterbath;Masterbath ;15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-condor-gear;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/condor-gear;CondorGear;Hasta 15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-disena-sustentable;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/disena-sustentable;Diseña Sustentable;20% dcto. todos los martes;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-dropit;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/dropit;Dropit;20% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-tika-1;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/tika-1;TIKA;20% de descuento en todo www.tikachips.com;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-santa-martina;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-santa-martina;Santa Martina;Paga en 4 o 6 cuotas cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-paga-en-12-24-entorno;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/paga-en-12-24-entorno;Entorno;Paga en 12 a 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-carolina-varela;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-carolina-varela;Carolina Varela;Paga en 4 a 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-beox;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/beox;BEOX ;20% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-barbecue;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-barbecue; The Barbecue Store;Hasta 20% dcto en tienda.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-40-oasi;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/40-oasi;Oasi di Bellezza;40% de descuento en depilación Láser Soprano Ice;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-ankara;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/ankara;Ankara;Paga en 12 o 24 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-veterinaria-san-martin;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/veterinaria-san-martin;Veterinaria San Martin;Desde 15% dcto. de lunes a viernes;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-windberg;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/windberg;Windberg;15% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bosch-store;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bosch-store;BOSCH Store;22% de descuento todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-transa-tu-auto;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/transa-tu-auto;TransaTuAuto;30% dcto. en el costo de la comisión.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-50-dcto-versalles;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/50-dcto-versalles;Clínica Versalles;Hasta 50% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-pro-tg;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/pro-tg;Pro-TG;10% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-clinica-soho;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/clinica-soho;Clínica Soho;30% de descuento en todos los tratamientos.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-comercial-chi;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-comercial-chi;comercialchi.cl;20% dcto. todos los días.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-tendencias-gourmet;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-tendencias-gourmet;Tendenciasgourmet.cl ;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-maria-la-biyux;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/maria-la-biyux;Maria La Biyux;Hasta 20% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-fashions-park;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/fashions-park;Fashion's Park;15% dcto. en compra online.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-pedalcity;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-pedalcity;Pedalcity;20% dcto. todos viernes.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-doctor-pet;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/doctor-pet;Doctor Pet;Hasta 20% dcto, en compra presencial y online;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-buen-perro;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/buen-perro;Buen Perro;Desde 20% dcto. todos los dias.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-deysa-care-dcto;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-deysa-care-dcto;Deysa Care ;20% dcto. en Mascarillas;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-get-trasnfer;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/get-trasnfer;GetTransfer.com;11% de descuento para tu viaje.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-chile-tours;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/chile-tours;Turismochiletours.com;15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-van-beek;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/van-beek;van Beek;Hasta 15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-eco-carga;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/eco-carga;Eco carga;10% dcto. ;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-umo-recolector-aroma-patagonia;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/umo-recolector-aroma-patagonia;Umo Recolector / Aroma Patagonia;25% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cheersapp;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cheersapp;Cheersapp;20% dcto. todos los días miércoles.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-petfy;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/petfy;Petfy;15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-prowash;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/prowash;Prowash;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-nevadanovias;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/nevadanovias;Nevada Novias;15% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-movilpet;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/movilpet;Movilpet;20% dcto. los días miércoles y jueves;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-first-security;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/first-security;First Security;60% dcto. todos los dias;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-quiero-mi-masaje;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/quiero-mi-masaje;Quiero Mi Masaje;33% dcto. todos los días;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-fit4you;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/fit4you;Fit4you;Hasta 35% de descuento.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-tremendo-patio;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/tremendo-patio;Tremendo Patio;20% dcto. todos los dias.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-unu;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/unu;ÜÑÜ;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-rutina-sustentable;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/rutina-sustentable;Rutina Sustentable;20% dcto. todos los días en productos.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-buka;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/buka;BUKA;30% de descuento con compra online.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-explora-kids;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/explora-kids;Explora Kids;20% dcto comprando en el sitio web.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-clinica-dental-nueva-sonrisa;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/clinica-dental-nueva-sonrisa;Clinica Dental Nueva Sonrisa;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-repuestos-miranda;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/repuestos-miranda;Repuestos Miranda;15% dcto. todos los días.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-born;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/born;Born;15% de descuento en compra presencial y online.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-charbroil;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/charbroil;Charbroil;20% de descuento en parrillas Char-Broil;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-adt;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/adt;ADT;Protege tu hogar y paga en 6, 12 o 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-zen-clinic-dcto;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/zen-clinic-dcto;Zenclinic dental;30% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-body-soul;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-body-soul;Body & Soul;20% de descuento;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-entel;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-entel;Entel;Paga en 13 a 18 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-vista-libre;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-vista-libre;Vista Libre;Paga en 12 o 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-paga-en-6-o-12-cuotas-ivan-drive;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/paga-en-6-o-12-cuotas-ivan-drive;Ivan Drive;Paga en 6 o 12 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-aufbau;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-aufbau;AUFBAU;Paga en 13 a 24 cuotas sin interés con tus Tarjetas de Crédito del Chile;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-prosegur;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-prosegur;Prosegur;Paga en 12 o 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-todos-tus-equipos-nuevos-en-vtr;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-todos-tus-equipos-nuevos-en-vtr;VTR;Paga en 13 a 24 cuotas sin interés todos tus equipos nuevos;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-claro;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-claro;CLARO;Paga en 13 a 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-movistar;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-movistar;Movistar;Paga en 13 hasta 24 cuotas sin interés;
